         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      210    0.013    0.000    0.108    0.001 C:\Python38\lib\site-packages\matplotlib\text.py:363(_get_layout)
     2310    0.004    0.000    0.108    0.000 <__array_function__ internals>:177(split)
      331    0.002    0.000    0.107    0.000 C:\Python38\lib\site-packages\tqdm\std.py:1161(__iter__)
       70    0.007    0.000    0.106    0.002 C:\Python38\lib\site-packages\pydantic\v1\main.py:122(__new__)
      145    0.003    0.000    0.104    0.001 C:\Python38\lib\site-packages\tqdm\std.py:1199(update)
      299    0.001    0.000    0.104    0.000 C:\Python38\lib\email\feedparser.py:173(feed)
      299    0.007    0.000    0.104    0.000 C:\Python38\lib\site-packages\requests\utils.py:199(get_netrc_auth)
      299    0.003    0.000    0.103    0.000 C:\Python38\lib\site-packages\requests\adapters.py:237(cert_verify)
      148    0.063    0.000    0.101    0.001 C:\Python38\lib\site-packages\catalogue\__init__.py:101(get_all)
      261    0.003    0.000    0.101    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1430(__init__)
      267    0.003    0.000    0.101    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1339(__init__)
      146    0.001    0.000    0.100    0.001 C:\Python38\lib\site-packages\tqdm\std.py:1326(refresh)
     2716    0.004    0.000    0.100    0.000 C:\Python38\lib\http\cookiejar.py:976(set_ok_verifiability)
     2310    0.006    0.000    0.100    0.000 C:\Python38\lib\site-packages\numpy\lib\shape_base.py:799(split)
        3    0.000    0.000    0.100    0.033 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2937(_update_title_position)
       21    0.003    0.000    0.099    0.005 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:733(_set_image_for_button)
25007/24767    0.018    0.000    0.099    0.000 {built-in method builtins.next}
    11138    0.033    0.000    0.098    0.000 C:\Python38\lib\urllib\parse.py:366(urlparse)
      267    0.001    0.000    0.097    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1994(inaxes)
    44/17    0.001    0.000    0.097    0.006 <frozen importlib._bootstrap>:650(_load_unlocked)
      147    0.002    0.000    0.097    0.001 C:\Python38\lib\site-packages\tqdm\std.py:1465(display)
      598    0.002    0.000    0.097    0.000 C:\Python38\lib\email\feedparser.py:178(_call_parse)
      598    0.012    0.000    0.095    0.000 C:\Python38\lib\email\feedparser.py:218(_parsegen)
        1    0.000    0.000    0.095    0.095 C:\Python38\lib\site-packages\spacy\language.py:2170(<lambda>)
        1    0.000    0.000    0.094    0.094 spacy\tokenizer.pyx:758(from_disk)
      267    0.001    0.000    0.094    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:2009(<listcomp>)
        1    0.000    0.000    0.094    0.094 spacy\tokenizer.pyx:794(from_bytes)
    38/16    0.000    0.000    0.094    0.006 <frozen importlib._bootstrap_external>:777(exec_module)
      130    0.000    0.000    0.094    0.001 C:\Python38\lib\functools.py:869(wrapper)
     2716    0.006    0.000    0.094    0.000 C:\Python38\lib\http\cookiejar.py:719(is_third_party)
     2310    0.003    0.000    0.094    0.000 <__array_function__ internals>:177(array_split)
      267    0.003    0.000    0.093    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:158(contains_point)
      822    0.003    0.000    0.093    0.000 C:\Python38\lib\site-packages\urllib3\response.py:429(_decode)
        1    0.000    0.000    0.093    0.093 C:\Python38\lib\site-packages\spacy\util.py:1183(compile_infix_regex)
      130    0.000    0.000    0.093    0.001 C:\Python38\lib\site-packages\thinc\model.py:843(deserialize_attr)
   511984    0.093    0.000    0.093    0.000 {method 'endswith' of 'str' objects}
    24420    0.054    0.000    0.092    0.000 C:\Python38\lib\site-packages\thinc\model.py:230(get_param)
     1121    0.010    0.000    0.091    0.000 C:\Python38\lib\site-packages\urllib3\response.py:119(decompress)
       27    0.001    0.000    0.091    0.003 C:\Python38\lib\site-packages\matplotlib\axis.py:477(__init__)
    87152    0.043    0.000    0.091    0.000 spacy\matcher\matcher.pyx:572(update_predicate_cache)
    18469    0.091    0.000    0.091    0.000 {built-in method __new__ of type object at 0x00007FFB77ED7810}
     6270    0.020    0.000    0.090    0.000 C:\Python38\lib\site-packages\thinc\backends\ops.py:707(asarray1i)
        4    0.000    0.000    0.090    0.022 spacy\pipeline\trainable_pipe.pyx:320(from_disk)
        2    0.000    0.000    0.089    0.045 spacy\tokenizer.pyx:117(__set__)
      330    0.075    0.000    0.089    0.000 spacy\pipeline\tagger.pyx:153(set_annotations)
      660    0.023    0.000    0.088    0.000 C:\Python38\lib\site-packages\thinc\model.py:868(set_dropout_rate)
      499    0.088    0.000    0.088    0.000 {built-in method builtins.print}
     2716    0.017    0.000    0.087    0.000 C:\Python38\lib\http\cookiejar.py:1483(_cookie_from_cookie_tuple)
    66/17    0.000    0.000    0.087    0.005 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        4    0.006    0.002    0.087    0.022 spacy\pipeline\trainable_pipe.pyx:331(load_model)
    11202    0.084    0.000    0.086    0.000 spacy\tokenizer.pyx:553(find_suffix)
     2310    0.049    0.000    0.086    0.000 C:\Python38\lib\site-packages\numpy\lib\shape_base.py:739(array_split)
       48    0.001    0.000    0.085    0.002 C:\Python38\lib\site-packages\PIL\ImageTk.py:98(__init__)
      393    0.083    0.000    0.085    0.000 {built-in method io.open}
       18    0.000    0.000    0.083    0.005 C:\Python38\lib\site-packages\matplotlib\axis.py:1312(_get_ticklabel_bboxes)
       18    0.001    0.000    0.083    0.005 C:\Python38\lib\site-packages\matplotlib\axis.py:1316(<listcomp>)
      897    0.013    0.000    0.081    0.000 C:\Python38\lib\site-packages\urllib3\util\url.py:369(parse_url)
        7    0.000    0.000    0.081    0.012 C:\Python38\lib\importlib\__init__.py:109(import_module)
        7    0.000    0.000    0.081    0.012 <frozen importlib._bootstrap>:1002(_gcd_import)
        1    0.000    0.000    0.081    0.081 spacy\tokenizer.pyx:31(__init__)
       33    0.001    0.000    0.081    0.002 C:\Python38\lib\site-packages\matplotlib\axis.py:416(__init__)
      805    0.081    0.000    0.081    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      299    0.001    0.000    0.081    0.000 C:\Python38\lib\ssl.py:482(__new__)
    76548    0.041    0.000    0.081    0.000 C:\Python38\lib\os.py:740(encodekey)
        9    0.000    0.000    0.081    0.009 C:\Python38\lib\site-packages\confection\__init__.py:747(resolve)
    41/19    0.000    0.000    0.078    0.004 {built-in method builtins.exec}
     5432    0.013    0.000    0.078    0.000 C:\Python38\lib\http\cookiejar.py:613(request_host)
      299    0.002    0.000    0.077    0.000 C:\Python38\lib\site-packages\urllib3\poolmanager.py:276(connection_from_host)
       29    0.000    0.000    0.076    0.003 C:\Python38\lib\sre_parse.py:937(parse)
       51    0.001    0.000    0.076    0.001 C:\Python38\lib\site-packages\matplotlib\axis.py:293(draw)
      299    0.010    0.000    0.076    0.000 C:\Python38\lib\site-packages\urllib3\connection.py:319(request)
   102/29    0.001    0.000    0.076    0.003 C:\Python38\lib\sre_parse.py:435(_parse_sub)
  617/235    0.015    0.000    0.075    0.000 C:\Python38\lib\sre_parse.py:493(_parse)
        6    0.000    0.000    0.075    0.012 C:\Python38\lib\site-packages\matplotlib\axis.py:2604(_update_label_position)
      123    0.003    0.000    0.075    0.001 C:\Python38\lib\site-packages\matplotlib\text.py:738(draw)
      299    0.002    0.000    0.075    0.000 C:\Python38\lib\site-packages\urllib3\poolmanager.py:305(connection_from_context)
       29    0.000    0.000    0.075    0.003 C:\Python38\lib\sre_compile.py:598(_code)
   491922    0.074    0.000    0.074    0.000 {method 'append' of 'list' objects}
       39    0.001    0.000    0.074    0.002 C:\Python38\lib\tkinter\__init__.py:2555(__init__)
     1308    0.012    0.000    0.074    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:1180(_update_props)
      462    0.002    0.000    0.073    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:262(get_transform)
    83362    0.047    0.000    0.073    0.000 spacy\tokenizer.pyx:355(_try_specials_and_cache)
        8    0.000    0.000    0.073    0.009 C:\Python38\lib\site-packages\confection\__init__.py:761(fill)
    18/12    0.000    0.000    0.073    0.006 C:\Python38\lib\site-packages\matplotlib\axis.py:583(__get__)
   700/29    0.004    0.000    0.072    0.002 C:\Python38\lib\sre_compile.py:71(_compile)
        6    0.000    0.000    0.072    0.012 C:\Python38\lib\site-packages\matplotlib\__init__.py:1470(inner)
        6    0.002    0.000    0.072    0.012 C:\Python38\lib\site-packages\matplotlib\axes\_axes.py:2230(bar)
      296    0.002    0.000    0.071    0.000 C:\Python38\lib\site-packages\pydantic\v1\fields.py:485(infer)
        3    0.000    0.000    0.071    0.024 C:\Python38\lib\site-packages\matplotlib\axis.py:1321(get_tightbbox)
  440/415    0.001    0.000    0.071    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        6    0.000    0.000    0.070    0.012 C:\Python38\lib\site-packages\matplotlib\pyplot.py:359(_warn_if_gui_out_of_main_thread)
       15    0.000    0.000    0.070    0.005 C:\Python38\lib\site-packages\matplotlib\pyplot.py:198(_get_backend_mod)
      6/1    0.000    0.000    0.070    0.070 C:\Python38\lib\site-packages\matplotlib\pyplot.py:212(switch_backend)
       27    0.000    0.000    0.070    0.003 C:\Python38\lib\site-packages\matplotlib\axis.py:930(set_tick_params)
12142/12082    0.024    0.000    0.070    0.000 C:\Python38\lib\contextlib.py:117(__exit__)
      598    0.030    0.000    0.069    0.000 C:\Python38\lib\http\cookiejar.py:459(parse_ns_headers)
    17/13    0.000    0.000    0.069    0.005 {built-in method builtins.__import__}
        3    0.000    0.000    0.068    0.023 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:548(show)
       48    0.000    0.000    0.068    0.001 C:\Python38\lib\site-packages\PIL\ImageTk.py:164(paste)
    93607    0.056    0.000    0.068    0.000 C:\Python38\lib\xml\dom\minidom.py:284(_append_child)
       15    0.000    0.000    0.066    0.004 C:\Python38\lib\site-packages\matplotlib\axis.py:1659(grid)
        9    0.000    0.000    0.066    0.007 C:\Python38\lib\site-packages\matplotlib\axis.py:2128(_get_tick_boxes_siblings)
      441    0.008    0.000    0.066    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:742(get_patch_transform)
       85    0.063    0.001    0.066    0.001 C:\Python38\lib\sre_compile.py:276(_optimize_charset)
       48    0.000    0.000    0.066    0.001 C:\Python38\lib\site-packages\PIL\ImageTk.py:61(_pyimagingtkcall)
      299    0.002    0.000    0.065    0.000 C:\Python38\lib\site-packages\urllib3\poolmanager.py:330(connection_from_pool_key)
      420    0.002    0.000    0.065    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:93(_get_text_metrics_with_cache)
     6646    0.065    0.000    0.065    0.000 {method 'acquire' of '_thread.lock' objects}
      210    0.008    0.000    0.064    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:274(__init__)
        6    0.000    0.000    0.062    0.010 C:\Python38\lib\tkinter\__init__.py:3125(__init__)
      330    0.000    0.000    0.062    0.000 spacy\pipeline\_parser_internals\nonproj.pyx:176(deprojectivize (wrapper))
12142/12082    0.016    0.000    0.062    0.000 C:\Python38\lib\contextlib.py:108(__enter__)
      330    0.030    0.000    0.062    0.000 spacy\pipeline\_parser_internals\nonproj.pyx:176(deprojectivize)
     6262    0.044    0.000    0.061    0.000 C:\Python38\lib\site-packages\spacy\lang\lex_attrs.py:117(word_shape)
        6    0.000    0.000    0.060    0.010 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:3155(grid)
    10120    0.013    0.000    0.060    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
  442/322    0.002    0.000    0.060    0.000 C:\Python38\lib\site-packages\pydantic\v1\fields.py:394(__init__)
    26247    0.036    0.000    0.060    0.000 C:\Python38\lib\site-packages\thinc\model.py:389(_walk_bfs)
    12142    0.021    0.000    0.060    0.000 C:\Python38\lib\contextlib.py:238(helper)
      299    0.002    0.000    0.059    0.000 C:\Python38\lib\site-packages\urllib3\poolmanager.py:229(_new_pool)
      660    0.004    0.000    0.059    0.000 C:\Python38\lib\site-packages\thinc\layers\ragged2list.py:17(forward)
  442/322    0.001    0.000    0.058    0.000 C:\Python38\lib\site-packages\pydantic\v1\fields.py:539(prepare)
      330    0.050    0.000    0.057    0.000 spacy\pipeline\_parser_internals\arc_eager.pyx:750(set_annotations)
   245107    0.056    0.000    0.056    0.000 {method 'get' of 'dict' objects}
      299    0.002    0.000    0.056    0.000 C:\Python38\lib\site-packages\urllib3\connectionpool.py:984(__init__)
      299    0.005    0.000    0.056    0.000 C:\Python38\lib\site-packages\requests\models.py:410(prepare_url)
     7201    0.054    0.000    0.055    0.000 spacy\tokenizer.pyx:525(find_infix)
     2487    0.048    0.000    0.055    0.000 {method 'read' of '_io.BufferedReader' objects}
      299    0.006    0.000    0.055    0.000 C:\Python38\lib\site-packages\requests\sessions.py:391(__init__)
        1    0.055    0.055    0.055    0.055 spacy\vectors.pyx:783(_sync_unset)
      456    0.001    0.000    0.055    0.000 C:\Python38\lib\site-packages\matplotlib\markers.py:228(__init__)
        3    0.001    0.000    0.054    0.018 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:166(__init__)
      330    0.001    0.000    0.054    0.000 C:\Python38\lib\xml\dom\minidom.py:1773(getElementsByTagName)
       33    0.001    0.000    0.054    0.002 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2371(add_patch)
      834    0.014    0.000    0.054    0.000 spacy\vocab.pyx:272(make_fused_token)
     6650    0.048    0.000    0.054    0.000 C:\Python38\lib\site-packages\numpy\core\_methods.py:67(_count_reduce_items)
      299    0.007    0.000    0.054    0.000 C:\Python38\lib\site-packages\urllib3\connectionpool.py:179(__init__)
93937/330    0.054    0.000    0.054    0.000 C:\Python38\lib\xml\dom\minidom.py:309(_get_elements_by_tagName_helper)
       36    0.001    0.000    0.053    0.001 C:\Python38\lib\site-packages\matplotlib\axis.py:867(clear)
      141    0.001    0.000    0.053    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:132(__init__)
      867    0.001    0.000    0.053    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:147(<lambda>)
     3300    0.013    0.000    0.053    0.000 C:\Python38\lib\site-packages\thinc\backends\ops.py:699(asarray_f)
314636/311851    0.048    0.000    0.052    0.000 {built-in method builtins.len}
      867    0.002    0.000    0.052    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:1227(set)
     1320    0.002    0.000    0.051    0.000 {method 'to_array' of 'spacy.tokens.doc.Doc' objects}
      456    0.004    0.000    0.051    0.000 C:\Python38\lib\site-packages\matplotlib\markers.py:327(_set_marker)
77004/76908    0.038    0.000    0.051    0.000 {built-in method builtins.getattr}
   312746    0.051    0.000    0.051    0.000 {method 'lower' of 'str' objects}
    18198    0.036    0.000    0.051    0.000 C:\Python38\lib\xml\dom\minidom.py:354(__init__)
      147    0.001    0.000    0.051    0.000 C:\Python38\lib\site-packages\tqdm\std.py:460(print_status)
     1152    0.001    0.000    0.050    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:1216(_internal_update)
    14153    0.029    0.000    0.050    0.000 C:\Python38\lib\urllib\parse.py:417(urlsplit)
      660    0.006    0.000    0.050    0.000 C:\Python38\lib\site-packages\spacy\ml\featureextractor.py:14(forward)
     1320    0.001    0.000    0.049    0.000 spacy\tokens\doc.pyx:969(to_array (wrapper))
     9900    0.021    0.000    0.049    0.000 C:\Python38\lib\site-packages\thinc\backends\ops.py:661(reshape)
     3424    0.017    0.000    0.049    0.000 C:\Python38\lib\_collections_abc.py:824(update)
    77878    0.048    0.000    0.048    0.000 C:\Python38\lib\xml\dom\minidom.py:995(__init__)
     1320    0.048    0.000    0.048    0.000 spacy\tokens\doc.pyx:969(to_array)
    87152    0.048    0.000    0.048    0.000 spacy\matcher\matcher.pyx:973(__call__)
