         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       75    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\base.py:286(is_dtype)
      332    0.001    0.000    0.001    0.000 spacy\pipeline\tagger.pyx:108(labels)
     3064    0.001    0.000    0.001    0.000 {method 'get' of 'ContextVar' objects}
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\category.py:169(__init__)
       15    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(moveaxis)
      299    0.001    0.000    0.001    0.000 C:\Python38\lib\ssl.py:600(options)
      102    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\base.py:767(__iter__)
       15    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\sorting.py:630(get_group_index_sorter)
      205    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\confection\__init__.py:513(try_dump_json)
      962    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:644(<genexpr>)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:1643(sca)
      299    0.001    0.000    0.001    0.000 {built-in method _socket.getdefaulttimeout}
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:551(destroy)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:1270(parse)
       39    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:453(_validate_dtype)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\thinc\layers\maxout.py:16(Maxout)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backends\backend_agg.py:286(clear)
       44    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\email\message.py:303(set_payload)
       33    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\markers.py:805(_set_tickup)
      270    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:687(_get_wrapped_text)
       17    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\packaging\version.py:186(__init__)
       24    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(append)
        9    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1596(transform_path)
       60    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:208(_apply_tickdir)
        2    0.000    0.000    0.001    0.000 spacy\tokenizer.pyx:77(__set__)
      897    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\urllib3\_request_methods.py:51(__init__)
       90    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ndim)
       27    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:1924(__contains__)
      432    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\urllib3\util\url.py:242(<lambda>)
      276    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:86(as_list)
        3    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:469(inv)
      660    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\thinc\backends\ops.py:375(<listcomp>)
       24    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:820(_engine)
     2310    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\lib\shape_base.py:795(_split_dispatcher)
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\site-packages\matplotlib\backends\backend_macosx.py:1(<module>)
        3    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      102    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:1314(_set_as_cached)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:572(parse)
       10    0.000    0.000    0.001    0.000 C:\Python38\lib\ntpath.py:214(basename)
      114    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:564(_axis_map)
        1    0.000    0.000    0.001    0.001 spacy\vectors.pyx:706(load_settings)
     2625    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:695(get_size)
       81    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\PIL\PngImagePlugin.py:193(crc)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:5134(fillna)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\_pylab_helpers.py:44(destroy)
      296    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\utils.py:201(is_valid_identifier)
      192    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:352(intervaly)
       42    0.000    0.000    0.001    0.000 C:\Python38\lib\tkinter\__init__.py:622(destroy)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:3253(<lambda>)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:929(take)
     2443    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\tkinter\__init__.py:2228(wm_withdraw)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:6361(_maybe_cast_listlike_indexer)
       27    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexers\utils.py:421(check_array_indexer)
      496    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1459(get_dtype)
        9    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:270(_get_xy_display)
      177    0.001    0.000    0.001    0.000 {built-in method now}
       51    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:399(set_linestyle)
      147    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\tqdm\std.py:153(__init__)
      147    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
       14    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\range.py:902(__getitem__)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:2844(notify_axes_change)
      330    0.001    0.000    0.001    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:441(xml_decl_handler)
     2580    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:650(get_family)
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\site-packages\spacy\pipeline\edit_tree_lemmatizer.py:354(<lambda>)
      123    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2230(transform_non_affine)
       24    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\algorithms.py:106(_ensure_data)
     3887    0.001    0.000    0.001    0.000 {method 'isascii' of 'str' objects}
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:4702(align)
     3533    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\thinc\util.py:117(is_cupy_array)
     1468    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\typing.py:487(_check_finalvar)
      598    0.000    0.000    0.001    0.000 C:\Python38\lib\email\message.py:181(is_multipart)
       15    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\core\numeric.py:1411(moveaxis)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:3379(update)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:6735(fillna)
        4    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\spacy\ml\models\tagger.py:10(build_tagger_model)
       98    0.000    0.000    0.001    0.000 C:\Python38\lib\ntpath.py:124(splitdrive)
       70    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
       12    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:33(concat_compat)
      330    0.000    0.000    0.001    0.000 spacy\matcher\matcher.pyx:151(_require_patterns)
      711    0.001    0.000    0.001    0.000 {built-in method math.cos}
       12    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\array_algos\take.py:58(take_nd)
      180    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:2609(check_dict_or_set_indexers)
      205    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\confection\__init__.py:65(before_read)
      897    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\requests\utils.py:206(<genexpr>)
      107    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:183(_get)
      258    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:141(_get_entry_points)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:9270(align)
     2640    0.001    0.000    0.001    0.000 stringsource:978(__dealloc__)
       27    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\markers.py:797(_set_tickright)
      150    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       12    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_axes.py:2221(<listcomp>)
       42    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\core\_methods.py:281(_ptp)
     1032    0.000    0.000    0.001    0.000 C:\Python38\lib\inspect.py:158(isfunction)
        7    0.000    0.000    0.001    0.000 C:\Python38\lib\importlib\metadata.py:392(__init__)
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\http\client.py:1178(_validate_path)
       85    0.000    0.000    0.001    0.000 C:\Python38\lib\sre_compile.py:249(_compile_charset)
       76    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
      299    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\urllib3\util\connection.py:103(allowed_gai_family)
      210    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\construction.py:644(_sanitize_ndim)
     1148    0.000    0.000    0.001    0.000 C:\Python38\lib\sre_parse.py:160(__len__)
        7    0.000    0.000    0.001    0.000 C:\Python38\lib\threading.py:761(__init__)
        4    0.000    0.000    0.001    0.000 C:\Python38\lib\configparser.py:1317(__init__)
       12    0.000    0.000    0.001    0.000 C:\Python38\lib\tkinter\__init__.py:317(__init__)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\lib\stride_tricks.py:546(<listcomp>)
       10    0.000    0.000    0.001    0.000 C:\Python38\lib\ntpath.py:180(split)
       36    0.001    0.000    0.001    0.000 {built-in method pandas._libs.missing.isnaobj}
       24    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\lib\function_base.py:5444(append)
      598    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\urllib3\response.py:374(retries)
      110    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:128(get_entry_point)
      447    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\flags.py:49(__init__)
       57    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:460(is_categorical_dtype)
      150    0.000    0.000    0.001    0.000 C:\Python38\lib\pathlib.py:692(_format_parsed_parts)
      140    0.000    0.000    0.001    0.000 C:\Python38\lib\typing.py:1014(<genexpr>)
       30    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:589(_can_hold_na)
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\site-packages\PIL\GifImagePlugin.py:27(<module>)
  252/240    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\spines.py:202(_ensure_position_is_set)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:411(_configure_legend)
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\site-packages\spacy\lookups.py:267(from_bytes)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:2262(_consolidate)
      994    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\thinc\layers\softmax.py:112(validate_temperature)
     2716    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\requests\cookies.py:69(is_unverifiable)
      282    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\site-packages\tqdm\_monitor.py:30(__init__)
      166    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\typing.py:164(get_args)
      610    0.000    0.000    0.001    0.000 C:\Python38\lib\ntpath.py:34(_get_bothseps)
      267    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:382(<listcomp>)
      339    0.001    0.000    0.001    0.000 C:\Python38\lib\tkinter\__init__.py:1528(_root)
      106    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\main.py:880(_calculate_keys)
      102    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:958(_get_markerfacecolor)
       70    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\class_validators.py:209(extract_root_validators)
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\http\client.py:1174(_encode_request)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\_pylab_helpers.py:105(_set_new_active_manager)
       34    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\spacy\util.py:205(has)
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\urllib3\util\request.py:134(set_file_position)
        5    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\urllib\parse.py:183(_userinfo)
        2    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\tqdm\std.py:1266(close)
      297    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:963(set_foreground)
       12    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
     1470    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      447    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1776(__array__)
     2454    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:666(get_style)
        1    0.000    0.000    0.001    0.001 C:\Python38\lib\configparser.py:905(write)
      294    0.000    0.000    0.001    0.000 C:\Python38\lib\dataclasses.py:1045(is_dataclass)
      210    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:1239(set_markeredgewidth)
      702    0.000    0.000    0.001    0.000 spacy\matcher\phrasematcher.pyx:340(_convert_to_array)
       13    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\thinc\layers\with_array.py:15(with_array)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:666(_parse)
       36    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\lib\stride_tricks.py:340(_broadcast_to)
     2454    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:678(get_weight)
        3    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:1077(_update_transScale)
       87    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\utils.py:489(__init__)
       23    0.000    0.000    0.001    0.000 C:\Python38\lib\ntpath.py:450(normpath)
       55    0.000    0.000    0.001    0.000 C:\Python38\lib\configparser.py:1203(add_section)
       15    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:1070(take)
     2454    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:672(get_variant)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:1281(_iset_split_block)
      148    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:118(get_entry_points)
      261    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
      819    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\_config\__init__.py:33(using_copy_on_write)
       72    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\numpy\core\_dtype.py:344(_name_get)
       30    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\construction.py:714(_try_cast)
      296    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\utils.py:161(validate_field_name)
       66    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:384(set_linewidth)
        9    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1722(set)
      299    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\requests\sessions.py:91(merge_hooks)
     2454    0.001    0.000    0.001    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:687(get_stretch)
      598    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
       92    0.000    0.000    0.001    0.000 C:\Python38\lib\copy.py:200(_deepcopy_list)
      165    0.000    0.000    0.001    0.000 C:\Python38\lib\configparser.py:1272(__iter__)
       70    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pydantic\v1\class_validators.py:176(check_for_unused)
        6    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:1660(_get_slice_axis)
       18    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:323(apply)
       18    0.000    0.000    0.001    0.000 C:\Python38\lib\site-packages\pandas\core\accessor.py:220(__get__)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\PngImagePlugin.py:912(load_prepare)
      117    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:3625(get_loc)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\tools\numeric.py:38(to_numeric)
       30    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:2024(_can_hold_na)
        7    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       69    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:860(_request_autoscale_view)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:895(_validate_tuple_indexer)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:4901(reindex)
      215    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1145    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\utils.py:675(smart_deepcopy)
      147    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\stride_tricks.py:538(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:2643(_update_offset_text_position)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2854(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:574(_homogenize)
      222    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:814(load)
       54    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
      299    0.000    0.000    0.000    0.000 C:\Python38\lib\http\cookiejar.py:1287(_cookies_for_request)
      129    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2659(get_matrix)
       55    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:922(_write_section)
      108    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\base.py:56(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\astype.py:196(astype_array_safe)
      822    0.000    0.000    0.000    0.000 {built-in method srsly.ujson.ujson.loads}
      188    0.000    0.000    0.000    0.000 C:\Python38\lib\sre_parse.py:355(_escape)
      135    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:9527(_align_series)
       39    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
      454    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       42    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\model.py:298(set_ref)
      222    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:2300(_unpack_to_numpy)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:5106(reindex)
      138    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\_config\config.py:649(_warn_if_deprecated)
      202    0.000    0.000    0.000    0.000 {built-in method srsly.ujson.ujson.dumps}
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:840(with_name)
      711    0.000    0.000    0.000    0.000 {built-in method math.sin}
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2180(wm_protocol)
     1158    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\path.py:211(vertices)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:3020(bind)
      270    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:315(get_rotation)
      126    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:131(__getstate__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:1346(<genexpr>)
      598    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\urllib3\response.py:323(<genexpr>)
       97    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1209(is_float_dtype)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\arrays\categorical.py:2444(__init__)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:1328(_iset_single)
     1308    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      210    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:1254(set_markersize)
       51    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\markers.py:318(get_joinstyle)
     1321    0.000    0.000    0.000    0.000 spacy\vectors.pyx:128(__get__)
  338/210    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:272(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:983(astype)
       45    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
      615    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:877(has_option)
      186    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1335(is_extension_array_dtype)
      306    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\construction.py:458(ensure_wrapped_if_datetimelike)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:238(ndarray_to_mgr)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:2119(create_block_manager_from_column_arrays)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2273(_loadtk)
       92    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\backends\_param_server.py:54(set_param)
       78    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\getlimits.py:476(__new__)
      615    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1761(<lambda>)
      205    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:891(set)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:768(_slice_take_blocks_ax0)
       51    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:496(set_hatch)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\category.py:153(format_ticks)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetProcessDpiAwareness_max}
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:881(_set_lim_and_transforms)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:380(setitem)
      660    0.000    0.000    0.000    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:714(_initNamespaces)
      299    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\requests\hooks.py:22(dispatch_hook)
      880    0.000    0.000    0.000    0.000 C:\Python38\lib\http\client.py:433(isclosed)
      599    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       93    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:1675(safe_first_element)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:2889(_bind)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
  318/126    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2412(<lambda>)
      324    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\_binary.py:84(i32be)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\grouper.py:943(is_in_obj)
      299    0.000    0.000    0.000    0.000 C:\Python38\lib\email\parser.py:17(__init__)
      114    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:567(<dictcomp>)
        5    0.000    0.000    0.000    0.000 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\performance_tracker.py:91(endTimeSection)
     1044    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:845(<genexpr>)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
      150    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
      618    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:894(<listcomp>)
     1520    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
      336    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      140    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\confection\__init__.py:1018(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:563(destroy)
       88    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:719(__fspath__)
